author,href
"<div class=""bibref"">
@InProceedings{Shen_2017_CVPR,<br>
author = {Shen, Zhiqiang and Li, Jianguo and Su, Zhou and Li, Minjun and Chen, Yurong and Jiang, Yu-Gang and Xue, Xiangyang},<br>
title = {Weakly Supervised Dense Video Captioning},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Shen_Weakly_Supervised_Dense_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Lin_2017_CVPR,<br>
author = {Lin, Guosheng and Milan, Anton and Shen, Chunhua and Reid, Ian},<br>
title = {RefineNet: Multi-Path Refinement Networks for High-Resolution Semantic Segmentation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Lin_RefineNet_Multi-Path_Refinement_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Trager_2017_CVPR,<br>
author = {Trager, Matthew and Sturmfels, Bernd and Canny, John and Hebert, Martial and Ponce, Jean},<br>
title = {General Models for Rational Cameras and the Case of Two-Slit Projections},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Trager_General_Models_for_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Patrini_2017_CVPR,<br>
author = {Patrini, Giorgio and Rozza, Alessandro and Krishna Menon, Aditya and Nock, Richard and Qu, Lizhen},<br>
title = {Making Deep Neural Networks Robust to Label Noise: A Loss Correction Approach},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Patrini_Making_Deep_Neural_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Shen_2017_CVPR,<br>
author = {Shen, Falong and Gan, Rui and Yan, Shuicheng and Zeng, Gang},<br>
title = {Semantic Segmentation via Structured Patch Prediction, Context CRF and Guidance CRF},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Shen_Semantic_Segmentation_via_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Liu_2017_CVPR,<br>
author = {Liu, Yuliang and Jin, Lianwen},<br>
title = {Deep Matching Prior Network: Toward Tighter Multi-Oriented Text Detection},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Liu_Deep_Matching_Prior_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Li_2017_CVPR,<br>
author = {Li, Shuang and Xiao, Tong and Li, Hongsheng and Zhou, Bolei and Yue, Dayu and Wang, Xiaogang},<br>
title = {Person Search With Natural Language Description},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Li_Person_Search_With_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Zendel_2017_CVPR,<br>
author = {Zendel, Oliver and Honauer, Katrin and Murschitz, Markus and Humenberger, Martin and Fernandez Dominguez, Gustavo},<br>
title = {Analyzing Computer Vision Data - The Good, the Bad and the Ugly},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Zendel_Analyzing_Computer_Vision_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Ge_2017_CVPR,<br>
author = {Ge, Liuhao and Liang, Hui and Yuan, Junsong and Thalmann, Daniel},<br>
title = {3D Convolutional Neural Networks for Efficient and Robust Hand Pose Estimation From Single Depth Images},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Ge_3D_Convolutional_Neural_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Rebuffi_2017_CVPR,<br>
author = {Rebuffi, Sylvestre-Alvise and Kolesnikov, Alexander and Sperl, Georg and Lampert, Christoph H.},<br>
title = {iCaRL: Incremental Classifier and Representation Learning},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Rebuffi_iCaRL_Incremental_Classifier_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Iqbal_2017_CVPR,<br>
author = {Iqbal, Umar and Milan, Anton and Gall, Juergen},<br>
title = {PoseTrack: Joint Multi-Person Pose Estimation and Tracking},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Iqbal_PoseTrack_Joint_Multi-Person_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Zhang_2017_CVPR,<br>
author = {Zhang, Li and Xiang, Tao and Gong, Shaogang},<br>
title = {Learning a Deep Embedding Model for Zero-Shot Learning},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Zhang_Learning_a_Deep_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Almazan_2017_CVPR,<br>
author = {Almazan, Emilio J. and Tal, Ron and Qian, Yiming and Elder, James H.},<br>
title = {MCMLSD: A Dynamic Programming Approach to Line Segment Detection},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Almazan_MCMLSD_A_Dynamic_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Chabot_2017_CVPR,<br>
author = {Chabot, Florian and Chaouch, Mohamed and Rabarisoa, Jaonary and Teuliere, Celine and Chateau, Thierry},<br>
title = {Deep MANTA: A Coarse-To-Fine Many-Task Network for Joint 2D and 3D Vehicle Analysis From Monocular Image},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Chabot_Deep_MANTA_A_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Ding_2017_CVPR,<br>
author = {Ding, Zhengming and Shao, Ming and Fu, Yun},<br>
title = {Low-Rank Embedded Ensemble Semantic Dictionary for Zero-Shot Learning},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Ding_Low-Rank_Embedded_Ensemble_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Tepper_2017_CVPR,<br>
author = {Tepper, Mariano and Sapiro, Guillermo},<br>
title = {Nonnegative Matrix Underapproximation for Robust Multiple Model Fitting},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Tepper_Nonnegative_Matrix_Underapproximation_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Chan_2017_CVPR,<br>
author = {Chan, Jacob and Addison Lee, Jimmy and Kemao, Qian},<br>
title = {BIND: Binary Integrated Net Descriptors for Texture-Less Object Recognition},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Chan_BIND_Binary_Integrated_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Iscen_2017_CVPR,<br>
author = {Iscen, Ahmet and Tolias, Giorgos and Avrithis, Yannis and Furon, Teddy and Chum, Ondrej},<br>
title = {Efficient Diffusion on Region Manifolds: Recovering Small Objects With Compact CNN Representations},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Iscen_Efficient_Diffusion_on_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Yang_2017_CVPR,<br>
author = {Yang, Yanchao and Soatto, Stefano},<br>
title = {S2F: Slow-To-Fast Interpolator Flow},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Yang_S2F_Slow-To-Fast_Interpolator_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Wang_2017_CVPR,<br>
author = {Wang, Xiaosong and Peng, Yifan and Lu, Le and Lu, Zhiyong and Bagheri, Mohammadhadi and Summers, Ronald M.},<br>
title = {ChestX-ray8: Hospital-Scale Chest X-Ray Database and Benchmarks on Weakly-Supervised Classification and Localization of Common Thorax Diseases},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Wang_ChestX-ray8_Hospital-Scale_Chest_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Shrivastava_2017_CVPR,<br>
author = {Shrivastava, Ashish and Pfister, Tomas and Tuzel, Oncel and Susskind, Joshua and Wang, Wenda and Webb, Russell},<br>
title = {Learning From Simulated and Unsupervised Images Through Adversarial Training},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Shrivastava_Learning_From_Simulated_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Lin_2017_CVPR,<br>
author = {Lin, Tsung-Yi and Dollar, Piotr and Girshick, Ross and He, Kaiming and Hariharan, Bharath and Belongie, Serge},<br>
title = {Feature Pyramid Networks for Object Detection},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Lin_Feature_Pyramid_Networks_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Bulo_2017_CVPR,<br>
author = {Rota Bulo, Samuel and Neuhold, Gerhard and Kontschieder, Peter},<br>
title = {Loss Max-Pooling for Semantic Image Segmentation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Bulo_Loss_Max-Pooling_for_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Kim_2017_CVPR,<br>
author = {Jin Kim, Hyo and Dunn, Enrique and Frahm, Jan-Michael},<br>
title = {Learned Contextual Feature Reweighting for Image Geo-Localization},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Kim_Learned_Contextual_Feature_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Dekel_2017_CVPR,<br>
author = {Dekel, Tali and Rubinstein, Michael and Liu, Ce and Freeman, William T.},<br>
title = {On the Effectiveness of Visible Watermarks},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Dekel_On_the_Effectiveness_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Ji_2017_CVPR,<br>
author = {Ji, Dinghuang and Kwon, Junghyun and McFarland, Max and Savarese, Silvio},<br>
title = {Deep View Morphing},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Ji_Deep_View_Morphing_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Blasinski_2017_CVPR,<br>
author = {Blasinski, Henryk and Farrell, Joyce and Wandell, Brian},<br>
title = {Designing Illuminant Spectral Power Distributions for Surface Classification},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Blasinski_Designing_Illuminant_Spectral_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Xu_2017_CVPR,<br>
author = {Xu, Huazhe and Gao, Yang and Yu, Fisher and Darrell, Trevor},<br>
title = {End-To-End Learning of Driving Models From Large-Scale Video Datasets},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Xu_End-To-End_Learning_of_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Huang_2017_CVPR,<br>
author = {Huang, De-An and Lim, Joseph J. and Fei-Fei, Li and Carlos Niebles, Juan},<br>
title = {Unsupervised Visual-Linguistic Reference Resolution in Instructional Videos},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Huang_Unsupervised_Visual-Linguistic_Reference_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Yang_2017_CVPR,<br>
author = {Yang, Linjie and Tang, Kevin and Yang, Jianchao and Li, Li-Jia},<br>
title = {Dense Captioning With Joint Inference and Visual Context},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Yang_Dense_Captioning_With_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Luo_2017_CVPR,<br>
author = {Luo, Zelun and Peng, Boya and Huang, De-An and Alahi, Alexandre and Fei-Fei, Li},<br>
title = {Unsupervised Learning of Long-Term Motion Dynamics for Videos},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Luo_Unsupervised_Learning_of_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Chang_2017_CVPR,<br>
author = {Chang, Che-Han and Chou, Chun-Nan and Chang, Edward Y.},<br>
title = {CLKN: Cascaded Lucas-Kanade Networks for Image Alignment},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Chang_CLKN_Cascaded_Lucas-Kanade_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Zeng_2017_CVPR,<br>
author = {Zeng, Kuo-Hao and Chou, Shih-Han and Chan, Fu-Hsiang and Carlos Niebles, Juan and Sun, Min},<br>
title = {Agent-Centric Risk Assessment: Accident Anticipation and Risky Region Localization},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Zeng_Agent-Centric_Risk_Assessment_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Elhabian_2017_CVPR,<br>
author = {Elhabian, Shireen and Whitaker, Ross},<br>
title = {ShapeOdds: Variational Bayesian Learning of Generative Shape Models},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Elhabian_ShapeOdds_Variational_Bayesian_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Huang_2017_CVPR,<br>
author = {Huang, Shiyu and Ramanan, Deva},<br>
title = {Expecting the Unexpected: Training Detectors for Unusual Pedestrians With Adversarial Imposters},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Huang_Expecting_the_Unexpected_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Gao_2017_CVPR,<br>
author = {Gao, Zhanning and Hua, Gang and Zhang, Dongqing and Jojic, Nebojsa and Wang, Le and Xue, Jianru and Zheng, Nanning},<br>
title = {ER3: A Unified Framework for Event Retrieval, Recognition and Recounting},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Gao_ER3_A_Unified_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Zhou_2017_CVPR,<br>
author = {Zhou, Pan and Feng, Jiashi},<br>
title = {Outlier-Robust Tensor PCA},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Zhou_Outlier-Robust_Tensor_PCA_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Yan_2017_CVPR,<br>
author = {Yan, Hongliang and Ding, Yukang and Li, Peihua and Wang, Qilong and Xu, Yong and Zuo, Wangmeng},<br>
title = {Mind the Class Weight Bias: Weighted Maximum Mean Discrepancy for Unsupervised Domain Adaptation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Yan_Mind_the_Class_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Yi_2017_CVPR,<br>
author = {Yi, Li and Su, Hao and Guo, Xingwen and Guibas, Leonidas J.},<br>
title = {SyncSpecCNN: Synchronized Spectral CNN for 3D Shape Segmentation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Yi_SyncSpecCNN_Synchronized_Spectral_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Rengarajan_2017_CVPR,<br>
author = {Rengarajan, Vijay and Balaji, Yogesh and Rajagopalan, A. N.},<br>
title = {Unrolling the Shutter: CNN to Correct Motion Distortions},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Rengarajan_Unrolling_the_Shutter_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Hu_2017_CVPR,<br>
author = {Hu, Ping and Shuai, Bing and Liu, Jun and Wang, Gang},<br>
title = {Deep Level Sets for Salient Object Detection},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Hu_Deep_Level_Sets_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Huang_2017_CVPR,<br>
author = {Huang, Yan and Wang, Wei and Wang, Liang},<br>
title = {Instance-Aware Image and Sentence Matching With Selective Multimodal LSTM},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Huang_Instance-Aware_Image_and_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Gong_2017_CVPR,<br>
author = {Gong, Dong and Yang, Jie and Liu, Lingqiao and Zhang, Yanning and Reid, Ian and Shen, Chunhua and van den Hengel, Anton and Shi, Qinfeng},<br>
title = {From Motion Blur to Motion Flow: A Deep Learning Solution for Removing Heterogeneous Motion Blur},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Gong_From_Motion_Blur_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Diba_2017_CVPR,<br>
author = {Diba, Ali and Sharma, Vivek and Van Gool, Luc},<br>
title = {Deep Temporal Linear Encoding Networks},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Diba_Deep_Temporal_Linear_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Knobelreiter_2017_CVPR,<br>
author = {Knobelreiter, Patrick and Reinbacher, Christian and Shekhovtsov, Alexander and Pock, Thomas},<br>
title = {End-To-End Training of Hybrid CNN-CRF Models for Stereo},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Knobelreiter_End-To-End_Training_of_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Zhu_2017_CVPR,<br>
author = {Zhu, Xizhou and Xiong, Yuwen and Dai, Jifeng and Yuan, Lu and Wei, Yichen},<br>
title = {Deep Feature Flow for Video Recognition},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Zhu_Deep_Feature_Flow_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Li_2017_CVPR,<br>
author = {Li, Yi and Qi, Haozhi and Dai, Jifeng and Ji, Xiangyang and Wei, Yichen},<br>
title = {Fully Convolutional Instance-Aware Semantic Segmentation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Li_Fully_Convolutional_Instance-Aware_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Pansari_2017_CVPR,<br>
author = {Pansari, Pankaj and Pawan Kumar, M.},<br>
title = {Truncated Max-Of-Convex Models},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Pansari_Truncated_Max-Of-Convex_Models_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Tolias_2017_CVPR,<br>
author = {Tolias, Giorgos and Chum, Ondrej},<br>
title = {Asymmetric Feature Maps With Application to Sketch Based Retrieval},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Tolias_Asymmetric_Feature_Maps_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Li_2017_CVPR,<br>
author = {Li, Guanbin and Xie, Yuan and Lin, Liang and Yu, Yizhou},<br>
title = {Instance-Level Salient Object Segmentation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Li_Instance-Level_Salient_Object_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Rezende_2017_CVPR,<br>
author = {Rezende, Rafael S. and Zepeda, Joaquin and Ponce, Jean and Bach, Francis and Perez, Patrick},<br>
title = {Kernel Square-Loss Exemplar Machines for Image Retrieval},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Rezende_Kernel_Square-Loss_Exemplar_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Lin_2017_CVPR,<br>
author = {Lin, Kaimo and Jiang, Nianjuan and Liu, Shuaicheng and Cheong, Loong-Fah and Do, Minh and Lu, Jiangbo},<br>
title = {Direct Photometric Alignment by Mesh Deformation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Lin_Direct_Photometric_Alignment_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Ulusoy_2017_CVPR,<br>
author = {Osman Ulusoy, Ali and Black, Michael J. and Geiger, Andreas},<br>
title = {Semantic Multi-View Stereo: Jointly Estimating Objects and Voxels},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Ulusoy_Semantic_Multi-View_Stereo_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Yu_2017_CVPR,<br>
author = {Yu, Tan and Wu, Yuwei and Yuan, Junsong},<br>
title = {HOPE: Hierarchical Object Prototype Encoding for Efficient Object Instance Search in Videos},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Yu_HOPE_Hierarchical_Object_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Wei_2017_CVPR,<br>
author = {Wei, Zhen and Sun, Yao and Wang, Jinqiao and Lai, Hanjiang and Liu, Si},<br>
title = {Learning Adaptive Receptive Fields for Deep Image Parsing Network},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Wei_Learning_Adaptive_Receptive_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Lee_2017_CVPR,<br>
author = {Lee, Se-Ho and Jang, Won-Dong and Kim, Chang-Su},<br>
title = {Contour-Constrained Superpixels for Image and Video Processing},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Lee_Contour-Constrained_Superpixels_for_CVPR_2017_paper.pdf"">pdf</a>"
"<div class=""bibref"">
@InProceedings{Poggi_2017_CVPR,<br>
author = {Poggi, Matteo and Mattoccia, Stefano},<br>
title = {Learning to Predict Stereo Reliability Enforcing Local Consistency of Confidence Maps},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>","<a href=""content_cvpr_2017/papers/Poggi_Learning_to_Predict_CVPR_2017_paper.pdf"">pdf</a>"
